"personId"	"stageId"	"coordId"	"X"	"Y"	"Z"	"Day"	"Time"	"Mode"	"rawSpeed"	
104149403	0	0	-122.09698	38.00894	-1.0	23.5.2012	10:23:56	urbanPuT	34.2	
104149403	0	1	-122.09745	38.0091	-1.0	23.5.2012	10:23:59	urbanPuT	32.900001	
104149403	0	2	-122.0979	38.00926	-1.0	23.5.2012	10:24:2	urbanPuT	32.900001	
104149403	0	3	-122.09835	38.00943	-1.0	23.5.2012	10:24:5	urbanPuT	33.599998	
104149403	0	4	-122.09883	38.00961	-1.0	23.5.2012	10:24:8	urbanPuT	34.799999	
104149403	0	5	-122.09933	38.0098	-1.0	23.5.2012	10:24:11	urbanPuT	36.0	
104149403	0	6	-122.09983	38.00999	-1.0	23.5.2012	10:24:14	urbanPuT	36.0	
104149403	0	7	-122.10034	38.01018	-1.0	23.5.2012	10:24:17	urbanPuT	36.7	
104149403	0	8	-122.10086	38.01039	-1.0	23.5.2012	10:24:20	urbanPuT	37.299999	
104149403	0	9	-122.10139	38.0106	-1.0	23.5.2012	10:24:23	urbanPuT	39.099998	
104149403	0	10	-122.10195	38.01082	-1.0	23.5.2012	10:24:26	urbanPuT	41.0	
104149403	0	11	-122.10252	38.01105	-1.0	23.5.2012	10:24:29	urbanPuT	41.599998	
104149403	0	12	-122.10309	38.01128	-1.0	23.5.2012	10:24:32	urbanPuT	41.599998	
104149403	0	13	-122.10368	38.0115	-1.0	23.5.2012	10:24:35	urbanPuT	42.900001	
104149403	0	14	-122.10428	38.01173	-1.0	23.5.2012	10:24:38	urbanPuT	42.900001	
104149403	0	15	-122.10488	38.01197	-1.0	23.5.2012	10:24:41	urbanPuT	43.5	
104149403	0	16	-122.10549	38.0122	-1.0	23.5.2012	10:24:44	urbanPuT	43.5	
104149403	0	17	-122.10609	38.0124	-1.0	23.5.2012	10:24:47	urbanPuT	41.0	
104149403	0	18	-122.10668	38.01251	-1.0	23.5.2012	10:24:50	urbanPuT	39.099998	
104149403	0	19	-122.10728	38.01253	-1.0	23.5.2012	10:24:53	urbanPuT	38.5	
104149403	0	20	-122.10784	38.01253	-1.0	23.5.2012	10:24:56	urbanPuT	34.799999	
