PersonID	CoordID	X	Y	Z	Date	Time	TimeDiff	Distance	rawSpeed	Acceleration	SimpleSpeed	Density	breakPointType	breakPointCriterium
104361301	0	 -122.25575	37.84526	-1.0	16.5.2012	8:21:52	0	0.0	32.900001	0.482252899979612	NaN	0	stopPointEnd	startOfFile
104361301	1	 -122.25603	37.84492	-1.0	16.5.2012	8:21:55	3	32.368116833268104	31.7	0.42073007378363375	10.789372277756035	0		
104361301	2	 -122.25629	37.8446	-1.0	16.5.2012	8:21:58	3	29.827347690177383	31.1	0.4027357074794272	9.942449230059127	0		
104361301	3	 -122.25654	37.84428	-1.0	16.5.2012	8:22:1	3	31.211482622543972	29.799999	0.2272048706643521	10.40382754084799	0		
104361301	4	 -122.25678	37.84398	-1.0	16.5.2012	8:22:4	3	31.917070534401034	28.6	0.029873503216424582	10.63902351146701	0		
104361301	5	 -122.25699	37.84371	-1.0	16.5.2012	8:22:7	3	30.910584607168794	24.899999	0.25829679493335694	10.303528202389598	0		
104361301	6	 -122.25718	37.84348	-1.0	16.5.2012	8:22:10	3	28.637569215354432	21.7	0.39291379745212374	9.545856405118144	0		
104361301	7	 -122.25738	37.84326	-1.0	16.5.2012	8:22:13	3	24.771651790052562	21.7	0.507790619240318	8.257217263350855	0		
104361301	8	 -122.25756	37.84308	-1.0	16.5.2012	8:22:16	3	18.393385701603332	14.899999	0.5369874253039647	6.13112856720111	1		
104361301	9	 -122.25762	37.84302	-1.0	16.5.2012	8:22:19	3	11.151147446519042	4.3	0.389570535786109	3.717049148839681	3		
104361301	10	 -122.25765	37.84298	-1.0	16.5.2012	8:22:22	3	7.163453039810916	2.5	0.04589902298205504	2.387817679936972	2		
104361301	11	 -122.25766	37.84296	-1.0	16.5.2012	8:22:25	3	5.200405957816436	1.2	0.4581683687682422	1.7334686526054786	2		
104361301	12	 -122.2577	37.84293	-1.0	16.5.2012	8:22:32	7	24.07988742011781	2.5	0.02289776641394769	3.439983917159687	0		
104361301	13	 -122.25779	37.84289	-1.0	16.5.2012	8:22:35	3	18.2539447530959	12.399999	0.3646811266712173	6.084648251031967	0		
